Reading Datetime	Min_Temperature (*C)	Max_Temperature (*C)	Avg_Temperature (*C)	Sum_Precipitation (mm)	
9-Feb-2001	20.5	29	24.75	0	
10-Feb-2001	21.5	28.5	25	0.100000001490116	
11-Feb-2001	21	25	23	25.6000003814697	
12-Feb-2001	21.5	24.5	23	1.5	
13-Feb-2001	21.5	25	23.25	42.4000015258789	
14-Feb-2001	21.5	24.5	23	0.100000001490116	
15-Feb-2001	21	26	23.5	0.100000001490116	
16-Feb-2001	20.5	29.5	25	0.100000001490116	
17-Feb-2001	22	28.5	25.25	22.6000003814697	
18-Feb-2001	21.5	25.5	23.5	18.8999996185303	
19-Feb-2001	22	25	23.5	47.2000007629395	
20-Feb-2001	21.2	21.5	21.35000038147	0	
21-Feb-2001	21	25	23	25.6000003814697	
22-Feb-2001	21	25	23	3.20000004768372	
23-Feb-2001	21	24	22.5	20.6000003814697	
24-Feb-2001	20	27	23.5	0	
25-Feb-2001	21	26	23.5	19.2000007629395	
26-Feb-2001	21	28	24.5	0	
27-Feb-2001	22	24	23	4.59999990463257	
28-Feb-2001	21	25	23	0.400000005960464	
1-Mar-2001	22	27	24.5	0.400000005960464	
2-Mar-2001	20	24	22	16	
3-Mar-2001	21	26	23.5	1.60000002384186	
4-Mar-2001	21	24	22.5	31.6000003814697	
5-Mar-2001	22	27	24.5	0.200000002980232	
6-Mar-2001	21	24	22.5	43.7999992370605	
7-Mar-2001	21	27	24	0	
8-Mar-2001	21	29	25	0	
9-Mar-2001	22	24	23	18	
10-Mar-2001	21	28	24.5	0	
11-Mar-2001	22	29	25.5	0.200000002980232	
12-Mar-2001	24	29	26.5	0	
13-Mar-2001	21	30	25.5	0	
14-Mar-2001	21	24	22.5	65.4000015258789	
15-Mar-2001	22	24	23	5	
16-Mar-2001	20	25	22.5	15.1999998092651	
17-Mar-2001	21	25	23	1.60000002384186	
18-Mar-2001	21	26	23.5	55	
19-Mar-2001	22	26	24	1.60000002384186	
20-Mar-2001	21	26	23.5	26.7999992370605	
21-Mar-2001	21	27	24	0	
22-Mar-2001	21	29	25	0	
23-Mar-2001	22	29	25.5	0	
24-Mar-2001	22	28	25	0	
25-Mar-2001	22	23	22.5	15.1999998092651	
26-Mar-2001	20	26	23	0	
27-Mar-2001	22	25	23.5	6.80000019073486	
28-Mar-2001	22	25	23.5	5.40000009536743	
29-Mar-2001	20	23	21.5	63.7999992370605	
30-Mar-2001	21	24	22.5	3.40000009536743	
31-Mar-2001	21	26	23.5	0	
1-Apr-2001	22	29	25.5	0	
2-Apr-2001	23	25	24	0.400000005960464	
3-Apr-2001	22	25	23.5	26.2000007629395	
4-Apr-2001	22	27	24.5	0	
5-Apr-2001	21	24	22.5	37.5999984741211	
6-Apr-2001	21	27	24	0.200000002980232	
7-Apr-2001	20	24	22	63.7999992370605	
8-Apr-2001	20	25	22.5	2.79999995231628	
9-Apr-2001	20	28	24	0	
10-Apr-2001	21	29	25	0.600000023841858	
11-Apr-2001	21	29	25	0.400000005960464	
12-Apr-2001	21	28	24.5	0	
13-Apr-2001	21	25	23	26.3999996185303	
14-Apr-2001	21	27	24	0	
15-Apr-2001	22	28	25	0	
16-Apr-2001	22	28	25	0	
17-Apr-2001	22	28	25	0	
18-Apr-2001	22	29	25.5	0	
19-Apr-2001	22	29	25.5	0.600000023841858	
20-Apr-2001	22	29	25.5	0	
21-Apr-2001	22	26	24	0.400000005960464	
22-Apr-2001	21	25	23	10.6000003814697	
23-Apr-2001				0	
 missing data row 2001-04-23 14:00:00
24-Apr-2001	20	27	23.5	15.1999998092651	
25-Apr-2001	18	21	19.5	1.60000002384186	
26-Apr-2001	18	24	21	0	
27-Apr-2001	19	27	23	0	
28-Apr-2001	20	28	24	0	
29-Apr-2001	22	29	25.5	0	
30-Apr-2001	20	25	22.5	17.6000003814697	
1-May-2001	19	27	23	0	
2-May-2001	21	24	22.5	37.2000007629395	
3-May-2001	21	26	23.5	0	
4-May-2001	21	27	24	0	
5-May-2001	17	25	21	5	
6-May-2001	17	21	19	0	
7-May-2001	18	21	19.5	0	
8-May-2001	19	25	22	0	
9-May-2001	20	26	23	0.400000005960464	
10-May-2001	21	24	22.5	22	
11-May-2001	19	26	22.5	0	
12-May-2001	18	23	20.5	42.7999992370605	
13-May-2001	18	21	19.5	0	
14-May-2001	17	19	18	0.400000005960464	
15-May-2001	17	20	18.5	0	
16-May-2001	19	23	21	1	
18-May-2001	17	24	20.5	10.1999998092651	
 missing data row 2001-05-18 04:00:00
19-May-2001	20	25	22.5	7	
20-May-2001	21	25	23	8.39999961853027	
21-May-2001	21	28	24.5	0	
22-May-2001	22	28	25	0	
23-May-2001	22	28	25	0	
24-May-2001	21	29	25	0	
25-May-2001	21	24	22.5	88.8000030517578	
26-May-2001	21	24	22.5	9.60000038146973	
27-May-2001	21	25	23	7	
28-May-2001	19	26	22.5	14.8000001907349	
29-May-2001	21	27	24	0.200000002980232	
30-May-2001	21	28	24.5	0	
31-May-2001	21	28	24.5	0	
1-Jun-2001	21	27	24	0	
2-Jun-2001	22	28	25	0.800000011920929	
3-Jun-2001	21	25	23	0	
4-Jun-2001	20	26	23	0	
5-Jun-2001	21	27	24	0	
6-Jun-2001	21	27	24	1.39999997615814	
7-Jun-2001	22	26	24	0	
8-Jun-2001	22	25	23.5	0.800000011920929	
9-Jun-2001	21	26	23.5	0	
