16-Nov-2007,.75,.75,.74,.74,
17-Nov-2007,.87,.89,.91,.92,
18-Nov-2007,.73,.73,.73,.73,
19-Nov-2007,.73,.74,.74,.74,
20-Nov-2007,.72,.72,.72,.72,
21-Nov-2007,.72,.73,.73,.73,
22-Nov-2007,.99,1.01,1,1,
23-Nov-2007,.81,.8,.77,.75,
24-Nov-2007,.73,.73,.73,.73,
25-Nov-2007,.72,.72,.73,.73,
26-Nov-2007,.71,.71,.71,.71,
27-Nov-2007,.71,.7,.7,.7,
28-Nov-2007,.7,.7,.7,.71,
29-Nov-2007,.84,.82,.8,.78,
30-Nov-2007,.74,.74,.74,.73,
01-Dic-2007,.73,.73,.73,.73,
02-Dic-2007,.74,.74,.73,.73,
03-Dic-2007,.73,.73,.73,.73,
04-Dic-2007,.73,.74,.74,.74,
05-Dic-2007,.76,.76,.77,.78,
06-Dic-2007,.74,.74,.75,.76,
07-Dic-2007,.79,.78,.76,.75,
08-Dic-2007,.75,.76,.76,.77,
09-Dic-2007,.76,.76,.76,.78,
10-Dic-2007,.9,.98,.99,1.02,
11-Dic-2007,.8,.86,.89,.93,
12-Dic-2007,.76,.78,.79,.83,
13-Dic-2007,1.28,1.3,1.33,1.33,
14-Dic-2007,1.2,1.23,1.23,1.24,
15-Dic-2007,1.18,1.17,1.15,1.13,
16-Dic-2007,1.22,1.24,1.31,1.39,
17-Dic-2007,1.18,1.14,1.1,1.08,
18-Dic-2007,.9,.89,.86,.84,
19-Dic-2007,.81,.79,.77,.76,
20-Dic-2007,.75,.74,.74,.74,
21-Dic-2007,.8,1.01,1.25,1.3,
22-Dic-2007,.83,.81,.79,.76,
23-Dic-2007,.74,.74,.74,.74,
24-Dic-2007,.74,.75,.77,.76,
25-Dic-2007,.76,.78,.81,.89,
26-Dic-2007,.75,.75,.76,.76,
27-Dic-2007,.75,.75,.75,.75,
28-Dic-2007,.75,.78,.78,.79,
29-Dic-2007,.8,.83,.83,.85,
30-Dic-2007,.81,.82,.82,.82,
31-Dic-2007,.9,.91,.93,.94,
01-Ene-2008,.8,.83,.83,.84,
02-Ene-2008,.98,.99,.99,.99,
03-Ene-2008,.82,.82,.83,.83,
04-Ene-2008,.9,.94,.96,.97,
05-Ene-2008,.98,.99,1.02,1.07,
06-Ene-2008,1.01,1.01,.98,.98,
07-Ene-2008,1.22,1.28,1.31,1.32,
08-Ene-2008,.98,.99,1.01,1.01,
09-Ene-2008,1.01,1.01,1.03,1.03,
10-Ene-2008,1.04,1.06,1.06,1.07,
11-Ene-2008,1.03,1.03,1.04,1.04,
12-Ene-2008,1.28,1.34,1.39,1.41,
13-Ene-2008,1.17,1.19,1.19,1.2,
14-Ene-2008,1.13,1.13,1.15,1.15,
15-Ene-2008,.99,.98,.98,.97,
16-Ene-2008,1.01,1.01,1.02,1.02,
17-Ene-2008,.99,1,1,1.01,
18-Ene-2008,.98,.98,.97,.98,
19-Ene-2008,.99,1,1.01,1.01,
20-Ene-2008,.99,.99,.98,.98,
21-Ene-2008,1.02,1.04,1.05,1.06,
22-Ene-2008,1.03,1.05,1.06,1.07,
23-Ene-2008,1,1,1.01,1.02,
24-Ene-2008,1.04,1.06,1.05,1.05,
25-Ene-2008,1.19,1.2,1.23,1.24,
26-Ene-2008,1.03,1,.99,.99,
27-Ene-2008,1.01,1,1,1,
28-Ene-2008,1.19,1.22,1.25,1.27,
29-Ene-2008,1.04,1.07,1.07,1.07,
30-Ene-2008,1.14,1.15,1.18,1.2,
31-Ene-2008,1.36,1.4,1.47,1.5,
01-Mar-2008,1.13,1.14,1.14,1.15,
02-Mar-2008,1.09,1.07,1.04,1.03,
03-Mar-2008,1,.99,.99,.99,
04-Mar-2008,1.3,1.26,1.12,1.12,
05-Mar-2008,.99,.99,.99,.99,
06-Mar-2008,1.03,1.03,1.01,1,
07-Mar-2008,1.21,1.25,1.26,1.29,
08-Mar-2008,1.06,1.03,1,1,
09-Mar-2008,.99,.99,.99,.99,
10-Mar-2008,.98,.98,.99,.99,
11-Mar-2008,.99,1.02,1.03,1.05,
12-Mar-2008,1.01,1.04,1.04,1.04,
13-Mar-2008,.99,.99,1.02,1.02,
14-Mar-2008,.99,1.09,1.15,1.2,
15-Mar-2008,1.46,1.49,1.53,1.57,
16-Mar-2008,1.09,1.08,1.06,1.05,
17-Mar-2008,1,1,1,1,
18-Mar-2008,.99,1,1.02,1.04,
19-Mar-2008,.99,.99,.99,.99,
20-Mar-2008,1.02,1.01,.99,.99,
21-Mar-2008,.98,.98,.99,.99,
22-Mar-2008,1.7,1.78,1.79,1.82,
23-Mar-2008,1.27,1.29,1.3,1.31,
24-Mar-2008,1.13,1.09,1.07,1.04,
25-Mar-2008,.99,.99,.99,.99,
26-Mar-2008,1.03,1.03,1.01,1,
27-Mar-2008,.98,.98,.99,.99,
28-Mar-2008,.99,.99,.99,.99,
29-Mar-2008,1.2,1.2,1.22,1.24,
30-Mar-2008,1.04,1.03,1,.99,
31-Mar-2008,.99,1,1.02,1.02,
01-Abr-2008,.9,.89,.89,.88,
02-Abr-2008,.88,.88,.88,.88,
03-Abr-2008,.88,.87,.87,.87,
04-Abr-2008,.87,.87,.86,.86,
05-Abr-2008,.87,.87,.88,.89,
06-Abr-2008,.86,.85,.85,.84,
07-Abr-2008,.84,.83,.83,.83,
08-Abr-2008,.99,.96,.93,.9,
09-Abr-2008,.84,.83,.83,.82,
10-Abr-2008,.79,.79,.78,.78,
11-Abr-2008,.77,.77,.76,.76,
12-Abr-2008,.76,.76,.76,.76,
13-Abr-2008,.99,1.01,1.07,1.07,
14-Abr-2008,1,1,.99,.99,
15-Abr-2008,.88,.89,.89,.89,
16-Abr-2008,.81,.82,.89,.9,
17-Abr-2008,.97,.99,.99,.99,
18-Abr-2008,.79,.78,.78,.77,
19-Abr-2008,.77,.77,.79,.81,
20-Abr-2008,.83,.82,.81,.81,
21-Abr-2008,.79,.78,.78,.78,
22-Abr-2008,.77,.77,.77,.76,
23-Abr-2008,1.16,1.18,1.18,1.17,
24-Abr-2008,1.09,1.08,1.05,1.03,
25-Abr-2008,.99,.99,.97,.97,
26-Abr-2008,1.05,1.09,1.12,1.13,
27-Abr-2008,.97,.95,.93,.92,
28-Abr-2008,.81,.79,.77,.77,
29-Abr-2008,.76,.76,.76,.76,
